simulation,t_stat_size,t_stat_value,coef_size,coef_value
243,1.630204998900218,2.614124175979237,0.18028802154150567,0.2127972035173333
244,1.6299819666440414,2.613477250070011,0.18027045650697152,0.2127357134936919
245,1.6276349114355326,2.6136960102702047,0.180010956590458,0.21275071561249875
246,1.6286409394833303,2.6142305399332906,0.18011516216838347,0.2127999174521801
247,1.6294064453479196,2.6126297350982655,0.18019860978965635,0.21266861167755358
248,1.6300766740370067,2.6114237045751603,0.18027539877770843,0.21259265781393713
249,1.628344685533131,2.612868140832722,0.18008035066928318,0.21268673425430154
250,1.6285812327741602,2.6149629708896875,0.18010821538626387,0.21285237076216018
251,1.630061104922372,2.613233731035173,0.18027007723361377,0.2127101823611436
252,1.628754015390231,2.6139285246373705,0.18012680692785246,0.21276685041968996
253,1.6294983628379371,2.6114627752839046,0.18021040847109276,0.21257484618522232
254,1.6293467454471433,2.612718823059216,0.1802001409294049,0.21266583797327754
255,1.628879176552861,2.614332677703942,0.18015380174552048,0.2128103317159763
256,1.628446567247748,2.61442908514717,0.18009798445031905,0.21281109132270268
257,1.628392250686947,2.6125118292492844,0.18009174589824295,0.21263933206828586
258,1.6284766093248348,2.6149116911430843,0.18009899690880293,0.21284506699509756
259,1.63012201455538,2.6126573918900036,0.180291318846611,0.212669423981755
260,1.6298555984143246,2.6136805470215254,0.1802474583877739,0.2127674058080039
261,1.6272145462752592,2.614244949542119,0.1799520701965603,0.21280408099721904
262,1.6286456865335985,2.611910929136367,0.180126363553911,0.21260754482844565
263,1.6286795873050925,2.6145443651189555,0.1801177878664897,0.21281648052761193
264,1.6284900894149303,2.611826732270136,0.18010478771268582,0.21261615087094468
265,1.6277727522758616,2.6139941803105864,0.18002775227195716,0.21277085389932907
266,1.62860543052642,2.613848270622971,0.1801157809314324,0.21276961141311562
267,1.628837700318094,2.611386549794895,0.1801387891685989,0.21256305610876633
268,1.6276911513110044,2.6144051183078543,0.18001836293383983,0.21282189459279835
269,1.6282696478918453,2.6133071436030684,0.18008824573880874,0.2127234477398314
270,1.6292561309107503,2.6155784203351167,0.18017509988463337,0.21290274465146436
271,1.6294997770974111,2.614088778802534,0.18021717202608906,0.212791925472153
272,1.6287437694952045,2.6155079104722736,0.1801293234799655,0.21289629976133842
273,1.6303638981226873,2.613421572754089,0.18030395839582328,0.21273173793438738
274,1.630708085637202,2.6134428625290678,0.18033844223328857,0.21272869662368332
275,1.6285514698221002,2.612584658511566,0.18010964393004655,0.21267396809445438
